ID,Uloga,Ekran,Element/funkcija,Preduslov,Akcija,Očekivani rezultat,Test,Rezultat,Dokaz
"F-0370","dispatcher","dispatcher ops","ACTION onMedCatalogSelectChange","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0371","dispatcher","dispatcher ops","ACTION onMedDaySelectChange","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0372","dispatcher","dispatcher ops","ACTION onMedShiftTypeChange","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0373","dispatcher","dispatcher ops","ACTION openCompanyDriverEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0374","dispatcher","dispatcher ops","ACTION openCompanyOpsOverview","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0375","dispatcher","dispatcher ops","ACTION openCompanyServicePlanDuty","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0376","dispatcher","dispatcher ops","ACTION openCompanyServicePlanHistory","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0377","dispatcher","dispatcher ops","ACTION openCoverageResolver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0378","dispatcher","dispatcher ops","ACTION openDailyPlanForGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0379","dispatcher","dispatcher ops","ACTION openDailyPlanFull","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0380","dispatcher","dispatcher ops","ACTION openDispatcherHelp","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0381","dispatcher","dispatcher ops","ACTION openGroupHub","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0382","dispatcher","dispatcher ops","ACTION openLostItemPhoto","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0383","dispatcher","dispatcher ops","ACTION openMonthlyDayEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0384","dispatcher","dispatcher ops","ACTION openMonthlyDayEditForDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0385","dispatcher","dispatcher ops","ACTION openMonthlyPlanForGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0386","dispatcher","dispatcher ops","ACTION openMonthlyPlansFull","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0387","dispatcher","dispatcher ops","ACTION openOperationalIncident","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0388","dispatcher","dispatcher ops","ACTION openOpsAttentionPanel","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0389","dispatcher","dispatcher ops","ACTION openReportResolution","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0390","dispatcher","dispatcher ops","ACTION openShiftCell","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0391","dispatcher","dispatcher ops","ACTION openVehicleOperationalIncident","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0392","dispatcher","dispatcher ops","ACTION openVehiclesForGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0393","dispatcher","dispatcher ops","ACTION openVehiclesFromPlan","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0394","dispatcher","dispatcher ops","ACTION opsAssignDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0395","dispatcher","dispatcher ops","ACTION persistShift","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0396","dispatcher","dispatcher ops","ACTION previewMonthlyMassAbsence","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0397","dispatcher","dispatcher ops","ACTION publishCompanyServicePlan","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0398","dispatcher","dispatcher ops","ACTION refreshCompanyAudit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0399","dispatcher","dispatcher ops","ACTION refreshPlanLockBanner","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0400","dispatcher","dispatcher ops","ACTION releasePlanEditLock","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0401","dispatcher","dispatcher ops","ACTION removeCompanyDispatcher","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0402","dispatcher","dispatcher ops","ACTION removeDispatcher","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0403","dispatcher","dispatcher ops","ACTION removeElementById","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0404","dispatcher","dispatcher ops","ACTION removePendingImport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0405","dispatcher","dispatcher ops","ACTION removeShift","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0406","dispatcher","dispatcher ops","ACTION resetCompanyAuditFilters","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0407","dispatcher","dispatcher ops","ACTION resetCompanyDispatcherPassword","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0408","dispatcher","dispatcher ops","ACTION resetCompanySettingsForm","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0409","dispatcher","dispatcher ops","ACTION resolveReport","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0410","dispatcher","dispatcher ops","ACTION resolveSOS","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0411","dispatcher","dispatcher ops","ACTION returnLostItem","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0412","dispatcher","dispatcher ops","ACTION revokeCompanyDispatcherSessions","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0413","dispatcher","dispatcher ops","ACTION saveBusOpsProfile","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0414","dispatcher","dispatcher ops","ACTION saveMonthlyDayEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0415","dispatcher","dispatcher ops","ACTION saveNewDispatcherPassword","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0416","dispatcher","dispatcher ops","ACTION scrollHubSection","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0417","dispatcher","dispatcher ops","ACTION selectMonthlyPlanGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0418","dispatcher","dispatcher ops","ACTION sendScheduleToDrivers","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0419","dispatcher","dispatcher ops","ACTION setGroupFilter","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0420","dispatcher","dispatcher ops","ACTION setLostItemStatus","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0421","dispatcher","dispatcher ops","ACTION setMessagesPageTab","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0422","dispatcher","dispatcher ops","ACTION shiftWeekNav","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0423","dispatcher","dispatcher ops","ACTION showModal","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0424","dispatcher","dispatcher ops","ACTION startEditCompanyGroup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0425","dispatcher","dispatcher ops","ACTION submitDispatcherMessage","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0426","dispatcher","dispatcher ops","ACTION switchScheduleTab","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0427","dispatcher","dispatcher ops","ACTION switchSection","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0428","dispatcher","dispatcher ops","ACTION switchToGroupSetup","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0429","dispatcher","dispatcher ops","ACTION t","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0430","dispatcher","dispatcher ops","ACTION toggleBusEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0431","dispatcher","dispatcher ops","ACTION toggleCaDispGroupsEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0432","dispatcher","dispatcher ops","ACTION toggleCompanyDispatcherStatus","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0433","dispatcher","dispatcher ops","ACTION toggleCompanyDriverStatus","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0434","dispatcher","dispatcher ops","ACTION toggleDriverActive","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0435","dispatcher","dispatcher ops","ACTION transitionOperationalIncident","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0436","dispatcher","dispatcher ops","ACTION undoMonthlyDayEdit","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0437","dispatcher","dispatcher ops","ACTION updateDriverBusInline","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0438","dispatcher","dispatcher ops","ACTION updateDriverShiftInline","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0439","dispatcher","dispatcher ops","ACTION updatePendingImportDriver","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0440","dispatcher","dispatcher ops","ACTION updatePendingImportMonth","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0441","dispatcher","dispatcher ops","ACTION uploadDriverSchedule","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0442","dispatcher","dispatcher ops","ACTION viewDamagePhoto","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0443","dispatcher","dispatcher ops","ACTION viewUploadedSchedule","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0444","dispatcher","dispatcher ops","ACTION wizardAddDriverRow","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0445","dispatcher","dispatcher ops","ACTION wizardBack","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0446","dispatcher","dispatcher ops","ACTION wizardHandleLogo","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0447","dispatcher","dispatcher ops","ACTION wizardNext","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0448","dispatcher","dispatcher ops","ACTION wizardSelectColor","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0449","dispatcher","dispatcher ops","ACTION wizardSkip","Dispo sesija + dodeljena grupa","invoke","Mutacija u okviru grupe; cross-group/tenant zabranjen","registry","PASS","reports/matrix-shots/dispo-home.png"
"F-0450","dispatcher","misc","FIELD #setup-dispatcher-id (hidden)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0451","dispatcher","misc","FIELD #shift-driver-select (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:select-empty","PASS","reports/matrix-shots/dispo-home.png"
"F-0452","dispatcher","misc","FIELD #shift-date-input (date)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:date-present","PASS","reports/matrix-shots/dispo-home.png"
"F-0453","dispatcher","misc","FIELD #shift-name-input (text)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:value-ok","PASS","reports/matrix-shots/dispo-home.png"
"F-0454","dispatcher","misc","FIELD #new-bus-num (text)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:value-ok","PASS","reports/matrix-shots/dispo-home.png"
"F-0455","dispatcher","misc","FIELD #new-bus-garage (text)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:value-ok","PASS","reports/matrix-shots/dispo-home.png"
"F-0456","dispatcher","misc","FIELD #bus-import-file (file)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0457","dispatcher","misc","FIELD #bus-import-paste (textarea)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0458","dispatcher","misc","FIELD #bulk-plan-import-files (file)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0459","dispatcher","misc","FIELD #monthly-driver-select (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:select-empty","PASS","reports/matrix-shots/dispo-home.png"
"F-0460","dispatcher","misc","FIELD #monthly-month-select (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:select-ok","PASS","reports/matrix-shots/dispo-home.png"
"F-0461","dispatcher","misc","FIELD #daily-plan-date-picker (date)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:readonly-present","PASS","reports/matrix-shots/dispo-home.png"
"F-0462","dispatcher","misc","FIELD #dispatcher-lost-status-filter (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:select-ok","PASS","reports/matrix-shots/dispo-home.png"
"F-0463","dispatcher","misc","FIELD #med-shift-type (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0464","dispatcher","misc","FIELD #med-shift-code-select (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0465","dispatcher","misc","FIELD #med-shift-code-custom (text)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0466","dispatcher","misc","FIELD #med-bus-select (select)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0467","dispatcher","misc","FIELD #med-bus-custom (text)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0468","dispatcher","misc","FIELD #dispatcher-help-note (textarea)","Dispo odgovarajući ekran","field full checklist","Validacija + save persistence gde važi","field:conditional","PASS","reports/matrix-shots/dispo-home.png"
"F-0469","driver","driver-dashboard","SECTION driver-dashboard","driver.html + QA harness + login","navigate","Samo sopstveni podaci","driver-section","PASS","reports/matrix-shots/driver-app.png"
"F-0470","driver","driver-calendar","SECTION driver-calendar","driver.html + QA harness + login","navigate","Samo sopstveni podaci","driver-section","PASS","reports/matrix-shots/driver-app.png"
"F-0471","driver","driver-reports","SECTION driver-reports","driver.html + QA harness + login","navigate","Samo sopstveni podaci","driver-section","PASS","reports/matrix-shots/driver-app.png"
"F-0472","driver","driver-vacation","SECTION driver-vacation","driver.html + QA harness + login","navigate","Samo sopstveni podaci","driver-section","PASS","reports/matrix-shots/driver-app.png"
"F-0473","driver","company-admin-buses","SECTION company-admin-buses","driver.html + QA harness + login","navigate","Samo sopstveni podaci","driver-section","PASS","reports/matrix-shots/driver-app.png"
"F-0474","driver","driver portal","ACTION activateCompanyServicePlanVersion","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0475","driver","driver portal","ACTION addBus","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0476","driver","driver portal","ACTION addCompanyDispatcher","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0477","driver","driver portal","ACTION addDriver","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0478","driver","driver portal","ACTION applyBrandingSettings","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0479","driver","driver portal","ACTION archiveAllDispatcherMessages","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0480","driver","driver portal","ACTION archiveDispatcherMessage","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0481","driver","driver portal","ACTION archiveMessage","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0482","driver","driver portal","ACTION archiveReadMessages","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0483","driver","driver portal","ACTION assignShift","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0484","driver","driver portal","ACTION backFromPlanFullPage","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0485","driver","driver portal","ACTION caWizardBack","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0486","driver","driver portal","ACTION caWizardNext","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0487","driver","driver portal","ACTION caWizardSelectColor","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0488","driver","driver portal","ACTION caWizardSkip","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0489","driver","driver portal","ACTION cancelCompanyGroupEdit","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0490","driver","driver portal","ACTION cancelDriverActivation","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0491","driver","driver portal","ACTION changeCalendarMonth","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0492","driver","driver portal","ACTION changeCompanyDriversPage","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0493","driver","driver portal","ACTION changeLanguage","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","playwright-lang","PASS","reports/matrix-shots/auth-lang.png"
"F-0494","driver","driver portal","ACTION clearCompanyBrandingLogo","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0495","driver","driver portal","ACTION clearCompanyDriversImport","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0496","driver","driver portal","ACTION clearCompanyServicePlanPreview","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0497","driver","driver portal","ACTION clearPackageImport","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0498","driver","driver portal","ACTION clearPendingPlanImports","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0499","driver","driver portal","ACTION clearScheduleFile","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0500","driver","driver portal","ACTION clearScheduleText","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0501","driver","driver portal","ACTION clickElementById","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0502","driver","driver portal","ACTION closeCompanyDriverEdit","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0503","driver","driver portal","ACTION closeCompanyServicePlanDuty","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0504","driver","driver portal","ACTION closeCompanyServicePlanHistory","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0505","driver","driver portal","ACTION closeConfirmModal","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0506","driver","driver portal","ACTION closeGroupHub","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
"F-0507","driver","driver portal","ACTION closeModal","Driver sesija","invoke","Samo sopstveni resursi; tuđi ID → forbid","registry","PASS","reports/matrix-shots/driver-app.png"
